learning_rate,threshold_euclid,numOfEpochs,batch_size,numOfThreads,TestAccuracy,TestRecall,TestPrecision,TestF1,ValidAccuracy,ValidRecall,ValidPrecision,ValidF1,Time-CPU,Time-Real,
0.01000,0.000,50, 2056,15, 75.37, 45.65, 24.24, 31.66, 75.31, 45.46, 24.12, 31.52,10.21, 10.86,
0.01000,0.000,50, 2056,20, 67.11, 45.33, 17.86, 25.62, 67.19, 45.20, 17.87, 25.62,10.40, 11.10,
0.00100,0.100, 5,  512,10, 87.68,  1.58, 92.47,  3.11, 87.67,  1.54, 89.19,  3.04,1.07, 1.14,
0.00100,0.100, 5,  512,15, 87.50,  0.00,  0.00,  0.00, 87.50,  0.00,  0.00,  0.00,1.06, 1.15,
0.00100,0.100, 5,  512,20, 87.77,  2.25, 95.05,  4.39, 87.77,  2.28, 94.20,  4.45,1.06, 1.15,
0.00100,0.100, 5, 1024,10, 87.51,  0.06,100.00,  0.12, 87.51,  0.07,100.00,  0.14,1.06, 1.14,
0.00100,0.100, 5, 1024,15, 39.77, 78.76, 14.60, 24.64, 40.20, 79.94, 14.85, 25.05,1.05, 1.13,
0.00100,0.100, 5, 1024,20, 87.43,  0.48, 31.78,  0.95, 87.41,  0.37, 26.02,  0.74,1.06, 1.13,
0.00100,0.100, 5, 2056,10, 75.44, 41.47, 23.11, 29.68, 75.59, 41.85, 23.38, 30.00,1.04, 1.13,
0.00100,0.100, 5, 2056,15, 62.07, 62.17, 18.97, 29.07, 62.07, 61.94, 18.93, 28.99,1.06, 1.14,
0.00100,0.100, 5, 2056,20, 72.00, 35.58, 18.23, 24.11, 72.02, 35.44, 18.20, 24.05,1.06, 1.14,
0.00100,0.100,10,  512,10, 87.69,  1.68, 92.90,  3.31, 87.69,  1.68, 91.14,  3.31,2.05, 2.20,
0.00100,0.100,10,  512,15, 12.61, 99.98, 12.51, 22.24, 12.61,100.00, 12.52, 22.25,2.05, 2.18,
0.00100,0.100,10,  512,20, 87.91,  3.36, 97.29,  6.49, 87.91,  3.36, 96.96,  6.49,2.04, 2.20,
0.00100,0.100,10, 1024,10, 87.24, 33.79, 48.51, 39.83, 87.31, 34.10, 48.90, 40.18,2.03, 2.17,
0.00100,0.100,10, 1024,15, 87.42,  2.82, 44.80,  5.30, 87.41,  2.99, 44.60,  5.61,2.00, 2.15,
0.00100,0.100,10, 1024,20, 87.67, 22.18, 51.56, 31.02, 87.57, 22.32, 50.68, 30.99,2.06, 3.26,
0.00100,0.100,10, 2056,10, 83.25, 32.92, 32.97, 32.94, 83.54, 33.09, 33.81, 33.45,2.04, 4.24,
0.00100,0.100,10, 2056,15, 87.91,  4.90, 75.22,  9.20, 87.89,  4.84, 74.06,  9.09,2.02, 2.16,
0.00100,0.100,10, 2056,20, 72.25, 34.20, 17.96, 23.55, 72.25, 34.20, 17.96, 23.55,1.24, 1.33,
0.00100,0.100,20,  512,10, 87.88,  4.71, 74.22,  8.87, 87.91,  5.03, 74.01,  9.42,4.28, 4.62,
0.00100,0.100,20,  512,15, 12.54,100.00, 12.50, 22.23, 12.53,100.00, 12.51, 22.23,4.05, 4.68,
0.00100,0.100,20,  512,20, 88.23,  7.10, 84.78, 13.10, 88.26,  7.40, 84.63, 13.62,4.04, 4.30,
0.00100,0.100,20, 1024,10, 70.46, 54.67, 22.25, 31.63, 70.39, 54.67, 22.21, 31.59,4.00, 4.25,
0.00100,0.100,20, 1024,15, 87.44,  0.13, 16.67,  0.26, 87.44,  0.15, 18.84,  0.30,4.04, 4.36,
0.00100,0.100,20, 1024,20, 73.98, 58.28, 25.93, 35.90, 74.01, 58.86, 26.09, 36.16,3.98, 4.27,
0.00100,0.100,20, 2056,10, 86.88, 25.71, 45.63, 32.89, 86.86, 25.66, 45.45, 32.81,2.99, 3.21,
0.00100,0.100,20, 2056,15, 24.93, 96.82, 13.95, 24.38, 25.11, 97.03, 14.00, 24.47,2.60, 2.78,
0.00100,0.100,20, 2056,20, 72.25, 34.20, 17.96, 23.55, 72.25, 34.20, 17.96, 23.55,1.26, 1.36,
0.00100,0.100,50,  512,10, 88.33,  9.55, 76.69, 16.98, 88.38,  9.92, 77.51, 17.59,9.85, 10.46,
0.00100,0.100,50,  512,15, 16.92, 99.85, 13.06, 23.10, 16.88, 99.85, 13.06, 23.10,9.89, 10.54,
0.00100,0.100,50,  512,20, 88.49, 11.50, 76.44, 19.99, 88.56, 11.97, 77.68, 20.74,9.24, 9.85,
0.00100,0.100,50, 1024,10, 86.80, 34.41, 46.22, 39.45, 86.85, 34.92, 46.54, 39.90,9.81, 10.47,
0.00100,0.100,50, 1024,15, 87.06, 13.79, 44.29, 21.03, 87.07, 14.55, 44.68, 21.95,5.20, 5.52,
0.00100,0.100,50, 1024,20, 87.74,  2.64, 77.93,  5.11, 87.73,  2.66, 77.47,  5.13,8.47, 9.03,
0.00100,0.100,50, 2056,10, 86.88, 25.71, 45.63, 32.89, 86.86, 25.66, 45.45, 32.81,2.97, 3.17,
0.00100,0.100,50, 2056,15, 24.93, 96.82, 13.95, 24.38, 25.11, 97.03, 14.00, 24.47,2.59, 2.78,
0.00100,0.100,50, 2056,20, 72.25, 34.20, 17.96, 23.55, 72.25, 34.20, 17.96, 23.55,1.25, 1.32,
0.00100,0.001, 5,  512,10, 87.68,  1.58, 92.47,  3.11, 87.67,  1.54, 89.19,  3.04,1.06, 1.15,
0.00100,0.001, 5,  512,15, 87.50,  0.00,  0.00,  0.00, 87.50,  0.00,  0.00,  0.00,1.07, 1.15,
0.00100,0.001, 5,  512,20, 87.77,  2.25, 95.05,  4.39, 87.77,  2.28, 94.20,  4.45,1.07, 1.16,
0.00100,0.001, 5, 1024,10, 87.51,  0.06,100.00,  0.12, 87.51,  0.07,100.00,  0.14,1.08, 1.17,
0.00100,0.001, 5, 1024,15, 39.77, 78.76, 14.60, 24.64, 40.20, 79.94, 14.85, 25.05,1.13, 1.23,
0.00100,0.001, 5, 1024,20, 87.43,  0.48, 31.78,  0.95, 87.41,  0.37, 26.02,  0.74,1.07, 1.16,
0.00100,0.001, 5, 2056,10, 75.44, 41.47, 23.11, 29.68, 75.59, 41.85, 23.38, 30.00,1.06, 1.13,
0.00100,0.001, 5, 2056,15, 62.07, 62.17, 18.97, 29.07, 62.07, 61.94, 18.93, 28.99,1.05, 1.14,
0.00100,0.001, 5, 2056,20, 72.00, 35.58, 18.23, 24.11, 72.02, 35.44, 18.20, 24.05,1.05, 1.14,
0.00100,0.001,10,  512,10, 87.69,  1.68, 92.90,  3.31, 87.69,  1.68, 91.14,  3.31,2.06, 2.21,
0.00100,0.001,10,  512,15, 12.61, 99.98, 12.51, 22.24, 12.61,100.00, 12.52, 22.25,2.05, 2.20,
0.00100,0.001,10,  512,20, 87.91,  3.36, 97.29,  6.49, 87.91,  3.36, 96.96,  6.49,2.04, 2.16,
0.00100,0.001,10, 1024,10, 87.24, 33.79, 48.51, 39.83, 87.31, 34.10, 48.90, 40.18,2.06, 2.21,
0.00100,0.001,10, 1024,15, 87.42,  2.82, 44.80,  5.30, 87.41,  2.99, 44.60,  5.61,2.05, 2.19,
0.00100,0.001,10, 1024,20, 87.67, 22.18, 51.56, 31.02, 87.57, 22.32, 50.68, 30.99,2.05, 2.20,
0.00100,0.001,10, 2056,10, 83.25, 32.92, 32.97, 32.94, 83.54, 33.09, 33.81, 33.45,2.03, 2.18,
0.00100,0.001,10, 2056,15, 87.91,  4.90, 75.22,  9.20, 87.89,  4.84, 74.06,  9.09,2.08, 2.22,
0.00100,0.001,10, 2056,20, 49.44, 56.60, 13.55, 21.86, 49.45, 56.43, 13.52, 21.82,2.05, 2.18,
0.00100,0.001,20,  512,10, 87.88,  4.71, 74.22,  8.87, 87.91,  5.03, 74.01,  9.42,4.03, 4.31,
0.00100,0.001,20,  512,15, 12.54,100.00, 12.50, 22.23, 12.53,100.00, 12.51, 22.23,3.98, 4.23,
0.00100,0.001,20,  512,20, 88.23,  7.10, 84.78, 13.10, 88.26,  7.40, 84.63, 13.62,4.01, 4.30,
0.00100,0.001,20, 1024,10, 70.46, 54.67, 22.25, 31.63, 70.39, 54.67, 22.21, 31.59,3.94, 4.21,
0.00100,0.001,20, 1024,15, 87.44,  0.13, 16.67,  0.26, 87.44,  0.15, 18.84,  0.30,3.99, 7.35,
0.00100,0.001,20, 1024,20, 73.98, 58.28, 25.93, 35.90, 74.01, 58.86, 26.09, 36.16,3.97, 4.23,
0.00100,0.001,20, 2056,10, 87.13, 13.27, 44.96, 20.49, 87.12, 13.18, 44.86, 20.38,3.94, 4.22,
0.00100,0.001,20, 2056,15, 87.99,  4.93, 82.71,  9.30, 87.98,  4.83, 83.27,  9.13,3.97, 4.56,
0.00100,0.001,20, 2056,20, 83.13, 22.12, 27.92, 24.69, 83.11, 22.18, 27.90, 24.71,3.97, 4.24,
0.00100,0.001,50,  512,10, 88.33,  9.55, 76.69, 16.98, 88.38,  9.92, 77.51, 17.59,9.86, 10.49,
0.00100,0.001,50,  512,15, 16.92, 99.85, 13.06, 23.10, 16.88, 99.85, 13.06, 23.10,9.85, 10.53,
0.00100,0.001,50,  512,20, 88.52, 12.06, 75.64, 20.81, 88.61, 12.60, 77.26, 21.66,9.86, 10.50,
0.00100,0.001,50, 1024,10, 86.80, 34.41, 46.22, 39.45, 86.85, 34.92, 46.54, 39.90,9.78, 10.43,
0.00100,0.001,50, 1024,15, 87.74,  3.12, 71.58,  5.99, 87.75,  3.28, 71.79,  6.26,9.80, 10.41,
0.00100,0.001,50, 1024,20, 84.15, 41.14, 37.71, 39.35, 84.19, 41.83, 37.97, 39.81,9.89, 10.51,
0.00100,0.001,50, 2056,10, 81.00, 43.16, 31.19, 36.21, 81.22, 43.63, 31.74, 36.75,9.76, 10.43,
0.00100,0.001,50, 2056,15, 31.66, 96.78, 15.12, 26.15, 31.95, 97.04, 15.20, 26.28,9.80, 10.45,
0.00100,0.001,50, 2056,20, 75.93, 39.49, 23.02, 29.09, 75.77, 39.23, 22.77, 28.81,9.79, 10.39,
0.00100,0.000, 5,  512,10, 87.68,  1.58, 92.47,  3.11, 87.67,  1.54, 89.19,  3.04,1.05, 1.14,
0.00100,0.000, 5,  512,15, 87.50,  0.00,  0.00,  0.00, 87.50,  0.00,  0.00,  0.00,1.06, 1.14,
0.00100,0.000, 5,  512,20, 87.77,  2.25, 95.05,  4.39, 87.77,  2.28, 94.20,  4.45,1.06, 1.14,
0.00100,0.000, 5, 1024,10, 87.51,  0.06,100.00,  0.12, 87.51,  0.07,100.00,  0.14,1.06, 1.14,
0.00100,0.000, 5, 1024,15, 39.77, 78.76, 14.60, 24.64, 40.20, 79.94, 14.85, 25.05,1.05, 1.14,
0.00100,0.000, 5, 1024,20, 87.43,  0.48, 31.78,  0.95, 87.41,  0.37, 26.02,  0.74,1.06, 1.14,
0.00100,0.000, 5, 2056,10, 75.44, 41.47, 23.11, 29.68, 75.59, 41.85, 23.38, 30.00,1.04, 1.12,
0.00100,0.000, 5, 2056,15, 62.07, 62.17, 18.97, 29.07, 62.07, 61.94, 18.93, 28.99,1.04, 1.12,
0.00100,0.000, 5, 2056,20, 72.00, 35.58, 18.23, 24.11, 72.02, 35.44, 18.20, 24.05,1.05, 1.14,
0.00100,0.000,10,  512,10, 87.69,  1.68, 92.90,  3.31, 87.69,  1.68, 91.14,  3.31,2.03, 2.17,
0.00100,0.000,10,  512,15, 12.61, 99.98, 12.51, 22.24, 12.61,100.00, 12.52, 22.25,2.02, 2.17,
0.00100,0.000,10,  512,20, 87.91,  3.36, 97.29,  6.49, 87.91,  3.36, 96.96,  6.49,2.05, 2.18,
0.00100,0.000,10, 1024,10, 87.24, 33.79, 48.51, 39.83, 87.31, 34.10, 48.90, 40.18,2.03, 2.18,
0.00100,0.000,10, 1024,15, 87.42,  2.82, 44.80,  5.30, 87.41,  2.99, 44.60,  5.61,2.02, 2.18,
0.00100,0.000,10, 1024,20, 87.67, 22.18, 51.56, 31.02, 87.57, 22.32, 50.68, 30.99,2.03, 2.14,
0.00100,0.000,10, 2056,10, 83.25, 32.92, 32.97, 32.94, 83.54, 33.09, 33.81, 33.45,2.01, 2.16,
0.00100,0.000,10, 2056,15, 87.91,  4.90, 75.22,  9.20, 87.89,  4.84, 74.06,  9.09,2.01, 2.16,
0.00100,0.000,10, 2056,20, 49.44, 56.60, 13.55, 21.86, 49.45, 56.43, 13.52, 21.82,2.02, 2.16,
0.00100,0.000,20,  512,10, 87.88,  4.71, 74.22,  8.87, 87.91,  5.03, 74.01,  9.42,3.99, 4.25,
0.00100,0.000,20,  512,15, 12.54,100.00, 12.50, 22.23, 12.53,100.00, 12.51, 22.23,3.99, 4.27,
0.00100,0.000,20,  512,20, 88.23,  7.10, 84.78, 13.10, 88.26,  7.40, 84.63, 13.62,4.00, 4.28,
0.00100,0.000,20, 1024,10, 70.46, 54.67, 22.25, 31.63, 70.39, 54.67, 22.21, 31.59,3.95, 4.21,
0.00100,0.000,20, 1024,15, 87.44,  0.13, 16.67,  0.26, 87.44,  0.15, 18.84,  0.30,3.96, 4.24,
0.00100,0.000,20, 1024,20, 73.98, 58.28, 25.93, 35.90, 74.01, 58.86, 26.09, 36.16,3.95, 4.20,
0.00100,0.000,20, 2056,10, 87.13, 13.27, 44.96, 20.49, 87.12, 13.18, 44.86, 20.38,3.97, 4.23,
0.00100,0.000,20, 2056,15, 87.99,  4.93, 82.71,  9.30, 87.98,  4.83, 83.27,  9.13,3.95, 4.22,
0.00100,0.000,20, 2056,20, 83.13, 22.12, 27.92, 24.69, 83.11, 22.18, 27.90, 24.71,3.99, 4.26,
0.00100,0.000,50,  512,10, 88.33,  9.55, 76.69, 16.98, 88.38,  9.92, 77.51, 17.59,9.84, 10.47,
0.00100,0.000,50,  512,15, 16.92, 99.85, 13.06, 23.10, 16.88, 99.85, 13.06, 23.10,9.84, 10.48,
0.00100,0.000,50,  512,20, 88.52, 12.06, 75.64, 20.81, 88.61, 12.60, 77.26, 21.66,9.86, 13.65,
0.00100,0.000,50, 1024,10, 86.80, 34.41, 46.22, 39.45, 86.85, 34.92, 46.54, 39.90,9.79, 10.77,
0.00100,0.000,50, 1024,15, 87.74,  3.12, 71.58,  5.99, 87.75,  3.28, 71.79,  6.26,9.87, 10.52,
0.00100,0.000,50, 1024,20, 84.15, 41.14, 37.71, 39.35, 84.19, 41.83, 37.97, 39.81,10.00, 10.71,
0.00100,0.000,50, 2056,10, 81.00, 43.16, 31.19, 36.21, 81.22, 43.63, 31.74, 36.75,9.80, 10.42,
0.00100,0.000,50, 2056,15, 31.66, 96.78, 15.12, 26.15, 31.95, 97.04, 15.20, 26.28,9.94, 10.62,
0.00100,0.000,50, 2056,20, 75.93, 39.49, 23.02, 29.09, 75.77, 39.23, 22.77, 28.81,9.77, 10.40,
0.00100,0.000, 5,  512,10, 87.68,  1.58, 92.47,  3.11, 87.67,  1.54, 89.19,  3.04,1.06, 1.13,
0.00100,0.000, 5,  512,15, 87.50,  0.00,  0.00,  0.00, 87.50,  0.00,  0.00,  0.00,1.06, 1.14,
0.00100,0.000, 5,  512,20, 87.77,  2.25, 95.05,  4.39, 87.77,  2.28, 94.20,  4.45,1.06, 1.15,
0.00100,0.000, 5, 1024,10, 87.51,  0.06,100.00,  0.12, 87.51,  0.07,100.00,  0.14,1.05, 1.14,
0.00100,0.000, 5, 1024,15, 39.77, 78.76, 14.60, 24.64, 40.20, 79.94, 14.85, 25.05,1.06, 1.14,
0.00100,0.000, 5, 1024,20, 87.43,  0.48, 31.78,  0.95, 87.41,  0.37, 26.02,  0.74,1.05, 1.12,
0.00100,0.000, 5, 2056,10, 75.44, 41.47, 23.11, 29.68, 75.59, 41.85, 23.38, 30.00,1.05, 1.12,
0.00100,0.000, 5, 2056,15, 62.07, 62.17, 18.97, 29.07, 62.07, 61.94, 18.93, 28.99,1.04, 1.13,
0.00100,0.000, 5, 2056,20, 72.00, 35.58, 18.23, 24.11, 72.02, 35.44, 18.20, 24.05,1.06, 1.14,
0.00100,0.000,10,  512,10, 87.69,  1.68, 92.90,  3.31, 87.69,  1.68, 91.14,  3.31,2.05, 2.20,
0.00100,0.000,10,  512,15, 12.61, 99.98, 12.51, 22.24, 12.61,100.00, 12.52, 22.25,2.05, 2.20,
0.00100,0.000,10,  512,20, 87.91,  3.36, 97.29,  6.49, 87.91,  3.36, 96.96,  6.49,2.05, 2.18,
0.00100,0.000,10, 1024,10, 87.24, 33.79, 48.51, 39.83, 87.31, 34.10, 48.90, 40.18,2.04, 2.18,
0.00100,0.000,10, 1024,15, 87.42,  2.82, 44.80,  5.30, 87.41,  2.99, 44.60,  5.61,2.03, 2.18,
0.00100,0.000,10, 1024,20, 87.67, 22.18, 51.56, 31.02, 87.57, 22.32, 50.68, 30.99,2.06, 2.20,
0.00100,0.000,10, 2056,10, 83.25, 32.92, 32.97, 32.94, 83.54, 33.09, 33.81, 33.45,2.02, 2.17,
0.00100,0.000,10, 2056,15, 87.91,  4.90, 75.22,  9.20, 87.89,  4.84, 74.06,  9.09,2.02, 2.17,
0.00100,0.000,10, 2056,20, 49.44, 56.60, 13.55, 21.86, 49.45, 56.43, 13.52, 21.82,2.02, 2.15,
0.00100,0.000,20,  512,10, 87.88,  4.71, 74.22,  8.87, 87.91,  5.03, 74.01,  9.42,3.98, 4.26,
0.00100,0.000,20,  512,15, 12.54,100.00, 12.50, 22.23, 12.53,100.00, 12.51, 22.23,3.98, 4.24,
0.00100,0.000,20,  512,20, 88.23,  7.10, 84.78, 13.10, 88.26,  7.40, 84.63, 13.62,4.03, 4.28,
0.00100,0.000,20, 1024,10, 70.46, 54.67, 22.25, 31.63, 70.39, 54.67, 22.21, 31.59,3.98, 4.28,
0.00100,0.000,20, 1024,15, 87.44,  0.13, 16.67,  0.26, 87.44,  0.15, 18.84,  0.30,3.99, 4.24,
0.00100,0.000,20, 1024,20, 73.98, 58.28, 25.93, 35.90, 74.01, 58.86, 26.09, 36.16,3.96, 4.27,
0.00100,0.000,20, 2056,10, 87.13, 13.27, 44.96, 20.49, 87.12, 13.18, 44.86, 20.38,3.95, 4.19,
0.00100,0.000,20, 2056,15, 87.99,  4.93, 82.71,  9.30, 87.98,  4.83, 83.27,  9.13,3.94, 4.23,
0.00100,0.000,20, 2056,20, 83.13, 22.12, 27.92, 24.69, 83.11, 22.18, 27.90, 24.71,3.95, 4.21,
0.00100,0.000,50,  512,10, 88.33,  9.55, 76.69, 16.98, 88.38,  9.92, 77.51, 17.59,9.89, 10.53,
0.00100,0.000,50,  512,15, 16.92, 99.85, 13.06, 23.10, 16.88, 99.85, 13.06, 23.10,9.87, 10.51,
0.00100,0.000,50,  512,20, 88.52, 12.06, 75.64, 20.81, 88.61, 12.60, 77.26, 21.66,9.85, 10.48,
0.00100,0.000,50, 1024,10, 86.80, 34.41, 46.22, 39.45, 86.85, 34.92, 46.54, 39.90,9.78, 10.41,
0.00100,0.000,50, 1024,15, 87.74,  3.12, 71.58,  5.99, 87.75,  3.28, 71.79,  6.26,9.85, 10.52,
0.00100,0.000,50, 1024,20, 84.15, 41.14, 37.71, 39.35, 84.19, 41.83, 37.97, 39.81,9.84, 10.49,
0.00100,0.000,50, 2056,10, 81.00, 43.16, 31.19, 36.21, 81.22, 43.63, 31.74, 36.75,9.75, 10.38,
0.00100,0.000,50, 2056,15, 31.66, 96.78, 15.12, 26.15, 31.95, 97.04, 15.20, 26.28,9.76, 10.40,
0.00100,0.000,50, 2056,20, 75.93, 39.49, 23.02, 29.09, 75.77, 39.23, 22.77, 28.81,9.75, 10.38,
